0	73.99	0.05
1	63.38	-1.49
2	52.75	-0.63
3	56.46	3.06
4	56.7	7.15
5	60.23	11.76
6	78.64	14.95
7	75.3	16.62
8	68.04	15.95
9	61.94	12.68
10	56.58	8.02
11	61.85	3.11
12	73.99	0.05
13	63.38	-1.49
