0	70.21	0.45
1	61.36	-0.75
2	52.3	0.06
3	58.62	3.55
4	58.45	7.63
5	72.87	12.39
6	80.76	15.39
7	84.71	17.2
8	71.1	16.53
9	64.01	12.67
10	61.31	8.13
11	68.59	3.53
12	70.21	0.45
13	61.36	-0.75
