0	64.48	1.96
1	59.82	0.17
2	41.79	0.79
3	47.61	3.67
4	47.73	7.65
5	59.16	12.3
6	67.64	15.49
7	81.25	16.76
8	75.56	16.4
9	66.7	13.27
10	58.57	9.19
11	65.27	4.98
12	64.48	1.96
13	59.82	0.17
