0	84.08	-1.03
1	97.59	-1.76
2	86.96	-0.6
3	85.31	2.81
4	115.11	7.4
5	178.38	11.58
6	201.32	14.94
7	201.41	16.72
8	186.81	16.07
9	127.91	13.21
10	108.32	7.86
11	93.7	3.27
12	84.08	-1.03
13	97.59	-1.76
