0	61.94	2.36
1	56.39	1.02
2	40.61	1.4
3	46.03	3.72
4	44.85	7.17
5	55.82	11.62
6	65.09	14.75
7	87.06	16.57
8	84.76	16.24
9	67.39	13.61
10	73.19	9.47
11	65.54	5.07
12	61.94	2.36
13	56.39	1.02
