0	112.25	3.16
1	108.12	2.2
2	83.43	2.55
3	82.55	5.38
4	75.15	8.74
5	77.89	13.02
6	93.24	15.98
7	103.34	17.63
8	101.09	17.02
9	87.49	14.0
10	92.91	10.13
11	100.36	6.07
12	112.25	3.16
13	108.12	2.2
