0	36.71	1.34
1	31.36	-0.17
2	26.69	0.32
3	39.31	3.85
4	44.91	7.92
5	56.72	12.67
6	69.89	15.79
7	67.66	17.47
8	59.24	17.05
9	42.39	13.57
10	42.14	8.89
11	39.7	4.12
12	36.71	1.34
13	31.36	-0.17
