0	27.64	1.79
1	28.7	0.52
2	23.03	1.01
3	29.75	4.12
4	36.4	8.28
5	53.43	13.05
6	58.44	16.33
7	67.2	18.12
8	56.65	17.47
9	41.43	13.88
10	38.66	9.22
11	31.76	4.74
12	27.64	1.79
13	28.7	0.52
